cp_id,cp_county,oss_id,centroid_lat,centroid_lon,anchor_phrase_raw,anchor_type,anchor_feature_name,gnis_name,gnis_class,gnis_county,anchor_quality,anchor_lat,anchor_lon,match_score,ambiguity_flag,exclude_reason,confidence,name_sim,raw_sim,acreage,year_cp,year_oss,cp_name,oss_name,cp_raw,oss_raw,anchor_phrase,manual_bad,manual_lat,manual_lon,coord_source,final_lat,final_lon,final_d_km
II_12_2776,Hanover,6678,37.7128420974349,-77.39153027940256,Fork of Crumpt Creek,fork,Crumpt Creek,Crump Creek,Stream,King William,estimated_fork,37.72458699977699,-77.29720069983483,95.65217391304348,0,,93.75,100.0,87.5,208.0,1724,1724,John Anderson,John Anderson Of Hanover Co.,"JOHN ANDERSON, 208 acs. (N.
L.\, Hanover Co; beg, at Col. Byrd’s
(Bird), & Capt. Dangerfield’s cor; to
S. side of the middle fork of Crumpt
Cr; cor. of Henry Bow; 9 July 1724, p.
39. 25 Shill.",208a Hanover/,Fork of Crumpt Creek,False,37.706154,-77.363067,manual,37.706154,-77.363067,2.6173041561290105
II_12_3195,Henrico,5375,37.7955750536958,-78.1943446393288,mouth of Dog Creek,mouth,Dog Creek,Dog Creek,Stream,Campbell,,37.0774999997397,-78.90277780046767,100.0,2,outside_county,93.75,100.0,87.5,400.0,1725,1725,John Martin,John Martin Senr. Of New Kent County,"JOHN MARTIN, SENR., of New
Kent Co; 400 acs.. (N. L.), Henrico
Co; on N, side of the N. br. of James
Riv., or the Rivanna, at mouth of Dog
Cr; 17 Aug. 1725, p. 302. 40 Shi.",400a Henrico/,mouth of Dog Creek,,,,auto,37.0774999997397,-78.90277780046767,101.40103037929326
II_11_2670,Hanover,7384,38.01675736910735,-77.78751288630245,Fork of Elk Creek,fork,Elk Creek,Elk Creek,Stream,Louisa,estimated_fork,38.02291620035561,-77.75138040017151,100.0,0,,93.5483870967742,100.0,87.1,400.0,1723,1723,James Overton,James Overton,"JAMES OVERTON, 400 acs. (N.
L.), Hanover Co; on N. side the S, fork
of Elk Cr; on John Raglin’s line; 20
Feb. 1723, p. 324. 40 Shill.",400a on the N side the S fork of Elk Creek,Fork of Elk Creek,,,,auto,38.02291620035561,-77.75138040017151,3.245561127483172
II_14_4865,Spotsylvania,10429,38.2031653930185,-77.85107918239584,Fork of the Northanna River,fork,the Northanna River,North Anna River,Stream,Orange,estimated_fork,38.05263750030946,-77.7497138001741,96.7741935483871,0,,93.5483870967742,100.0,87.1,1000.0,1728,1728,George Dowdy,George Dowdy Of Spotsco,"GEORGE DOWDY, 1000 acs. (N.
L.), Spotsylv, Co., in St. George’s Par;
on brs. of the N, fork of the Northanna
Riv; adj, Andrew Harrison; Anthony
Ghelston (Gholston); & Col. Corbin’s
line; 28 Sept, 1728, p. 104.",1000a on brs. of North Fork of Northanna in,Fork of the Northanna River,False,38.135579,-77.88018,manual,38.135579,-77.88018,7.923639942778773
II_11_2490,Hanover,6644,37.89379222667995,-77.67819585056407,Fork of Licking Hole Creek,fork,Licking Hole Creek,Lickinghole Creek,Stream,Hanover,estimated_fork,37.74527779974488,-77.47277779956232,97.14285714285714,0,far_centroid_24km,93.47826086956522,100.0,87.0,400.0,1723,1723,Edward Bullock,Edward Bullock,"EDWARD BULLOCK, 400 acs. (N.
L.), Hanover Co: in the fork of Licking Hole Cr., & the Little River; 5 Sept.
1723, pb. 228. 40 Shill,",400a in the fork of Licking Hole Creek and the Little River,Fork of Licking Hole Creek,,,,auto,37.74527779974488,-77.47277779956232,24.471316693779443
II_13_3642,Hanover,7409,37.9579613799638,-77.82069764176467,Fork of Little River,fork,Little River,Little River,Stream,Louisa,estimated_fork,37.84347409959247,-77.4997055995205,100.0,0,far_centroid_31km,93.43434343434345,100.0,86.9,400.0,1725,1725,Benjamin Brown,Benjamin Brown,"SAME. 400 acs. (N. L.); same Co..
& date; p. 5. On both sides the N. &
S. forks of Little River; beg. at mouth
of Horsepen Sw., on N. side the river;
on the Grant line; to S. side of the
river, &c. 40 Shill.",400a in Hanover on both sides the N & S Forks of the Little River,Fork of Little River,,,,auto,37.84347409959247,-77.4997055995205,30.95957334536262
II_9_808,Henrico,6924,37.4954720463979,-77.40901343478801,mouth of Almond's Creek,mouth,Almond's Creek,Almond Creek,Stream,Henrico,estimated_downstream,37.48598040014736,-77.38331439970119,100.0,0,,93.42105263157896,100.0,86.8,896.0,1703,1703,Francis Reives,Francis Reives,"FRANCIS REIVES, 896 acs., Henrico
Go; N. side of James River, about 2
mi. below the falls; beg. at mouth of
Almond’s Cr., to mouth of the Deep
Bottom; to land now or late of Snugg
on sd. Cr; 23 Oct. 1703, p. 575. Being
found within bounds of patenit of 600
acs. granted Humphry Lister, from
whom by severall conveyances it came
to sd. Reives; 296 acs. for Imp. of 6
pers.* Note: 6 rights paid for to William Byrd, Esqr., Auditor. :",896a Henrico/ N s & on James Riv 2 mi bel the falls,mouth of Almond's Creek,,,,auto,37.48598040014736,-77.38331439970119,2.5050054975868203
II_10_1641,New Kent,6547,37.8326145269889,-77.64114899696742,Fork of Chiswell's Swamp,fork,Chiswell's Swamp,,,,,,,,2,low_similarity,93.39622641509432,100.0,86.8,9976.0,1717,1717,Charles Chiswell,Charles Chiswell,"CHARLES CHISWELL, GENT., 9976
acs. (N. L.), New Kent Co., in St.
Paul’s Par; in a fork of Chiswell’s Sw;
on New Found River, &c; 15 July 1717,
p. 323. 50 Lbs., Money.",9976a in St Paul's Parish in New Kent,Fork of Chiswell's Swamp,,,,none,,,
II_11_2477,Hanover,7386,37.781089904625446,-77.82434994769989,mouth of Holly Branch,mouth,Holly Branch,Polly Branch,Stream,Bland,,37.06055559976602,-81.06416670023776,91.66666666666666,2,outside_county,93.38709677419357,96.8,90.0,400.0,1723,1723,Samuell Nuckolls,Samuel Nuckolls,"SAMUELL NUCKOLLS, 400 acs.
(N. L.), Hanover Co; on N. side of
the South Anna (Riv.); at mouth of
Holly Br; across the Neck; 5 Sept.
1723, p. 222. 40 Shill,",400a on the N side the S Anna,mouth of Holly Branch,,,,auto,37.06055559976602,-81.06416670023776,297.7066741516727
II_14_5351,Hanover,7561,37.9449171260246,-77.86594528589009,Fork of Little River,fork,Little River,Little River,Stream,Louisa,estimated_fork,37.84347409959247,-77.4997055995205,100.0,0,far_centroid_34km,92.73504273504273,100.0,85.5,400.0,1732,1732,John Cosby & Charles Barret (barrett),John Cosby & Charles Barret,"SAME. 400 acs. (N. L.); same Co.,
& date; page 476. On brs. of the S.
fork of Little Riv., adj. Benjamin
Brown, & Mr, Carr; on S. side the
Rockey Br. 40 Shill.",400a on the branches of the S Fork of the Little River adj Benjamin Brown & Mr carr,Fork of Little River,,,,auto,37.84347409959247,-77.4997055995205,34.124944565145434
II_14_5219,Goochland,25,37.96328834593045,-78.36947743533278,mouth of Buck Island Creek,mouth,Buck Island Creek,Buck Island Creek,Stream,Albemarle,,37.912919299484656,-78.4969553000559,100.0,2,outside_county,92.6829268292683,100.0,85.4,1200.0,1731,1731,Charles Lewis,Charles Lewis,"CHARLES LEWIS, GENT., 1200 acs,
(N. L.). Goochland Co; on both sides
the Rivanna Riv; at mouth of Buck
Island Cr; 15 Jan. 1731, p. 374. 6
Lbs., Money,",1200a on both sides the Rivanna in Goochland County,mouth of Buck Island Creek,,,,auto,37.912919299484656,-78.4969553000559,12.523292103700006
II_12_3264,Hanover,6688,37.82411198203235,-77.76919640669306,Fork of Taylor's Creek,fork,Taylor's Creek,Taylor Creek,Stream,Northampton,,37.33055560038861,-75.94027779985771,100.0,2,outside_county,92.5925925925926,100.0,85.2,400.0,1725,1725,John Leigh,John Leigh,"SAME. 400 acs. (N. L.); same Co.,
& date; page 346. On both sides the
Beverdam & Contrary forks of Taylor’s
Creek, &c. 40 Shill.",400a on the N side of Taylor's Creek and both sides of the Beverdam fork,Fork of Taylor's Creek,,,,auto,37.33055560038861,-75.94027779985771,170.58668734836374
II_12_3112,Hanover,7429,38.0298642891557,-77.81410662217397,Fork of Elk Creek,fork,Elk Creek,Elk Creek,Stream,Louisa,estimated_fork,38.02291620035561,-77.75138040017151,100.0,0,,92.57425742574256,100.0,85.1,1000.0,1725,1725,William Winston,William Winston,"WILLIAM WINSTON, 1000 acs.
(N. L.), Hanover Co; on both sides
the N. fork of Elk Cr., & the main
(Br.) of Sedgey Cr; adj. Ambrose
Joshua Smith; 17 Aug. 1725, p. 244.
5 Lbs., Money,",1000a on both sides the N fork of Elk Creek & the main of Sedgey Creeks,Fork of Elk Creek,,,,auto,38.02291620035561,-77.75138040017151,5.561158879174212
II_13_4427,Spotsylvania,10433,38.1605542846526,-77.8318499736926,fork of Plentiful River,fork,Plentiful River,Plentiful Creek,Stream,Spotsylvania,estimated_fork,38.22333330004449,-77.8363889000396,80.0,0,,92.53731343283582,100.0,85.1,3000.0,1730,1730,George Nicholas,Dr George Nicholas Of Williamsburgh Gent.,"GEORGE NICHOLAS, GENT., of
Williamsburgh; 3000 acs. (N. L.),
Spotsyl, Co., in St, George’s Par; on
line of Mr. Harry Beverley; on N. side
the Northanna (Riv.); on N. side of
the S. fork of Plentiful River; 7 Apr.
1730, p. 432. 15 Lbs., Money.",3000a on the back lines of Mr Harry Beverley on the N side the Northanna in St George parish,Fork of Plentiful River,,,,auto,38.22333330004449,-77.8363889000396,6.979812789085947
II_10_1270,,10278,38.08378611558685,-77.46374054904294,Fork of Mattapony River,fork,Mattapony River,Mattaponi River,Stream,King and Queen,,38.01458000036854,-77.37470249971454,93.33333333333331,2,outside_county,92.5,100.0,85.0,740.0,1714,1714,Rice Williams & John Downer,Rice Williams & John Downer,"RICE WILLIAMS & JOHN
DOWNER, 740 acs. (N. L.), in a fork
of Mattapony Riv., about 12 mi. above
the Inhabitants in K. & Q. Co; beg. at
Madison’s & Pigg’s cor: by S. side of
the main run; 16 Dec. 1714, p. 213.
Imp. of 15 pers: Joseph Grigory, Jos.
Arch, Walter Williams, Wm. Mattock,
Thos. Essex, Richd. Care. Reynard
Mackdaniel, Wm. Ingram, Sarah Howard. Henry Loyde, James Risque, Jane
Clements, Jno, Moore, Thomas Curtis,
Augustine Schoolcroft.",740a in a fork of Mattapony River about 12 miles above,Fork of Mattapony River,,,,auto,38.01458000036854,-77.37470249971454,10.95837170844861
II_14_5146,Hanover,7543,37.92805575137184,-77.8431359758242,Fork of Rockey Branch,fork,Rockey Branch,Rocky Branch,Stream,Henrico,estimated_fork,37.62820079992662,-77.47998429955112,96.0,0,far_centroid_46km,92.3728813559322,100.0,84.7,419.0,1731,1731,John Henson,John Henson,"JOHN HENSON, 419 acs. -(N. L.),
Hanover Co; adj. Jeremiah Dumas, on
the S, fork of Rockey Br; to N. fork
of Hickory Bear Cr; 17 Sept. 1731, p.
327. 45 Shill,","419a adj Jeremiah Dumas, Rockey Branch",Fork of Rockey Branch,,,,auto,37.62820079992662,-77.47998429955112,46.1645694003687
II_14_5032,Hanover,6759,37.952861684369296,-77.68697436997522,Fork of Beaver Dam Creek,fork,Beaver Dam Creek,Beaverdam Creek,Stream,Hanover,estimated_fork,37.63431349991709,-77.82860670005164,96.7741935483871,0,far_centroid_37km,92.3076923076923,100.0,84.6,201.0,1731,1731,John Whatley,John Whatley,"JOHN WHATLEY, 201 acs. (N.
L.), Hanover Co; on both sides the
N. fork of Beaver Dam Cr; & on N.
side of Cattail Br. of sd. creek; 25
Aug. 1731, p. 214. 20 Shill.
CAVALIERS AND PIONEERS",201a on both sides the N Fork of Beaverdam Creek,Fork of Beaver Dam Creek,,,,auto,37.63431349991709,-77.82860670005164,37.49263886507368
II_11_2695,Henrico,9,37.76897939563265,-78.54628497150505,fork of James River,fork,James River,James River,Stream,Nelson,estimated_fork,37.38181500030902,-77.37470329971455,100.0,0,far_centroid_112km,92.15686274509804,100.0,84.3,1200.0,1723,1723,James Skelton,James Skelton,"JAMES SKELTON, 1200 acs. (N.
L.), Henrico Co; on N. side the S.
fork of James River; down same below
the point of a Rocky Island; & crossing
Hardwars Cr; 20 Feb. 1723, p. 338.
6 Lbs. Money.
, SAME. 400 acs. (N. L.); same Co.,
date, & page. S. side the James River;
Y% mi. below a gr. creek known by the
name of the Second Fork. 40 Shill.",1200a on the N Side the South Fork of James River in Henrico County,Fork of James River,,,,auto,37.38181500030902,-77.37470329971455,112.0585307278569
II_12_2918,Surry,11092,36.7302673571029,-77.50402531413458,mouth of the Indian Branch,mouth,the Indian Branch,Indian Branch,Stream,Southampton,estimated_downstream,36.78709440019048,-77.07163060018496,100.0,0,far_centroid_39km,92.06896551724138,100.0,84.1,1220.0,1724,1724,Richard Pace,Richard Pace Of Surry County,"RICHARD PACE, 1220 acs. (N. L.),
Surry Co., in Lawnes Cr. Parish; between the Three Creeks & the Otterdam
Sw; beg. at mouth of the Indian Br;
by Ryer’s branch; to John Roberts’ land;
by sd. Creeks a little above the Great
Bridge; to John Barlow’s line; 5 Nov.
1724, p. 116. 6 Lbs., 5 Shill.",1220a between the Three Creeks and the Otterdam Swamp in the Parish of Lawnes Creek in the County of Surry,mouth of the Indian Branch,,,,auto,36.78709440019048,-77.07163060018496,39.12105666421454
II_9_535,Charles City,10890,36.986973710818205,-77.26718253426438,mouth of Jones Hole,mouth,Jones Hole,,,,,,,,2,low_similarity,91.97530864197532,100.0,84.0,600.0,1701,1701,William Jones,William Jones Senr,"WILLIAM JONES, SENR., 600 acs.,
Chas. City Co; on both sides of Nottaway Riv., 24 Oct. 1701, p. 398. Beg.
at mouth of Jones Hole (Sw. or Cr.),
to the goeing over; into the horse
pocosone; to Edloe’s Br; to the Lower
tradeing path; on an Indian old feild;
including all Islands on S. side, &c.
Trans. of 12 pers: John Rudds, 4 times
imported; & 8 rights more due to Robert
Bolling by order of Genll. Court, held
21 Oct. 1699, & by him assigned, &c.",600a both sides of Nottaway Riv. in Charles City Co.,mouth of Jones Hole,,,,none,,,
II_13_3988,Hanover,7441,38.0024092070193,-78.15401174128957,Fork of Camp Creek,fork,Camp Creek,Camp Creek,Stream,Roanoke,,37.124166699667285,-80.15416669956693,100.0,2,outside_county,91.77215189873418,100.0,83.5,2000.0,1727,1727,George Webb,George Webb,"GEORGE WEBB, GENT., of New
Kent Co; 2000 acs. (N. L.), Hanover
Co; S. side the South Anna (Riv.), on
both sides Forster's Cr., & the Southern
& Cycamore forks of Camp Creek, adj.
Col. Meriwether’s lines; 13 Oct. 1727,
p. 213. 10 Lbs., Money.",2000a in Hanover on the S side the S Anna on both sides Fosters & the Southern and Sycamore forks of Camp Creek,Fork of Camp Creek,,,,auto,37.124166699667285,-80.15416669956693,201.80853031745056
II_11_2627,Spotsylvania,10333,37.9951112077161,-77.61803923692909,mouth of Horse Swamp,mouth,Horse Swamp,Horse Swamp,Swamp,Isle of Wight,,36.80237210016679,-76.86218200051007,100.0,2,outside_county,91.66666666666666,100.0,83.3,3462.0,1723,1723,Augustine Moore,Augustine Moore Of King William Co. Gent.,"AUGUSTINE MOORE, GENT., of
King Wm. Co; 3462 acs; part in St.
Margaret’s Par. in King Wm. Co. &
part in in St. George’s Par., in Spotsyl..
Co; beg. at Capt. William Anderson, oii
low, side of the mouth of Horse Sw.,
on N. side the Northanna (Riv.);.to
Griffith Dickason; nigh William Dickason’s line; to N. side of the Rangers
patth; on Capt. Carr’s line; 15 Nov.
1723, p. 295. 17 Lbs., 10 Shill.",3462a part in St. Margarets par. in King William Co.,mouth of Horse Swamp,,,,auto,36.80237210016679,-76.86218200051007,148.33160389589585
II_11_2334,,11029,36.88020058843645,-77.6181796912322,mouth of Buckskin Creek,mouth,Buckskin Creek,Buckskin Creek,Stream,Dinwiddie,,36.887926800034,-77.63109890035821,100.0,2,outside_county,91.53846153846156,100.0,83.1,2119.0,1722,1722,Thomas Jones,Thomas Jones,"THOMAS JONES, GENT., of Williamsburgh; 2119 acs. (O. & N. L.),
in Pr. Geo, & Surry Counties; on both
sides of Nottoway Riv; beg. at mouth
of Buckskin Cr. on N. side the river
in Pr. Geo. Co; to the County Line;
adj. Mr. Benjamin Harrison; & George
Reives’ land; 27 Tuly 1722, p. 154. 206
acs. granted William Reives, 15 July
1717; 1913 acs. being wast land adjoining. 9 Lbs., 15 Shill,",2119 acres on both sides of Nottoway River and part in Prince George County and part in Surry County,mouth of Buckskin Creek,,,,auto,36.887926800034,-77.63109890035821,1.4358241777159269
II_10_1628,,10286,38.1187263122196,-77.52757155417561,Fork of Mattapony River,fork,Mattapony River,Mattaponi River,Stream,King and Queen,,38.01458000036854,-77.37470249971454,93.33333333333331,2,outside_county,91.17647058823528,100.0,82.4,1860.0,1717,1717,John Madison,John Madison,"JOHN MADISON, JOHN ROGERS,
PETER ROGERS, HENRY PIGG, EDWARD PIGG, & JOHN YORK, 1860
acs. (N. L.), in a fork of Mattapony
Riv., about 16 mi. above the Inhabitants
in K. & Q. Co; beg. about 2 mi. above
the stones or falls of the river; 1 Apr.
1717, p. 319. 15 Shill., & Imp. of 31
pers: Nathaniel Davis, Hugh Lewis,
Obadiah Davis, Isabella Curtis, Thomas
Webb, John Ray, Edward Fordom,
Katherine Sead, Wm. Thomas, Robt.
Peacock, James Staynesby, John Dash,
Edward Hopkins, Edward Anderson,
Wm. Lancaster, Thos. Bennett, Robt.
Poole, John Dickenson, Wm. Parker,
Anne Bloomer, Eliza. Samine, Eliza.
Matthews, Wm. Seed, Hannah Porter,
Joseph Alewood, Eliza, Alewood, Geo.
Raban (or Rabau), Robert Barkley.",1860a in a fork of Mattapony river about 16 miles above the Inhabitants in the County of King & Queen,Fork of Mattapony River,,,,auto,38.01458000036854,-77.37470249971454,17.708410647328606
II_14_5366,Hanover,6774,37.82150262744435,-77.7482210922259,mouth of Chesnut Branch,mouth,Chesnut Branch,Chestnut Branch,Stream,Prince William,,38.59512080050905,-77.49248599953171,96.55172413793105,2,outside_county,91.17647058823528,100.0,82.4,400.0,1732,1732,Matthew Jouet,Matthew Jouet,"MATTHEW JOUET, 400 acs. (N.
L.); Hanover Co; on both sides of
Jumping Br; adj. John Matlock; by
mouth of Chesnut Br; 28 Sept. 1732,
p. 483. 40 Shill.",400a on both sides Jumping Branch,mouth of Chesnut Branch,,,,auto,38.59512080050905,-77.49248599953171,88.74483951542149
II_11_2042,New Kent,6562,37.87257614582255,-77.61642181044891,Fork of Pamunkey River,fork,Pamunkey River,Pamunkey River,Stream,New Kent,estimated_fork,37.561811400029626,-76.99969000029665,100.0,0,far_centroid_64km,91.1214953271028,100.0,82.2,3273.0,1719,1719,Thomas Nelson,Thomas Nelson,"THOMAS NELSON, of York Co;
3273 acs., (N. L.), New Kent Co; if
the forks of Pamunkey Riv., bet. the
Little & Newfound Rivers, 20 Feb.
1719, p. 10. Beg. adj, Thomas Jones;
his own land; & Reuben Welch. 11
Lhs., 5 Shill., & Imp. of 21 pers: Giles
West, Dorcas West, Thomas Night,
Patrick Toole, Anne Nollitt, Grace Rice,
Henry Ballard, Sarah Barnard, Richard
Harrack, Mary Bradly, Andrew Harrison, Ellinor Harrison, William Edwards,
William Jones, John Wardin, Vincing
Inge, Eliza. Mills, Eliza. Bording, Thom.
Mottley, Walter Dickeson, John Roby.",3273a in the forks of Pamunkey River between Little & Newfound Rivers,Fork of Pamunkey River,,,,auto,37.561811400029626,-76.99969000029665,64.39311075836197
II_11_2040,New Kent,6564,37.8793437362245,-77.57338218193209,Fork of Pamunkey River,fork,Pamunkey River,Pamunkey River,Stream,New Kent,estimated_fork,37.561811400029626,-76.99969000029665,100.0,0,far_centroid_62km,91.08527131782948,100.0,82.2,3273.0,1719,1719,Thomas Jones,Thomas Jones,"THOMAS JONES, of the City of
W illiamsburgh, 3273 acs. (N. L.), New
Kent Co; in the fork of Pamunkey Riv.,
bet. the Little & New Found Rivers; 20
Feb. 1719, p. 9. On S, side the Little
Riv., a little above Hugh Hogan’s plantation; adj. King’s land; Charles Fleming; Thomas Nelson; & Thomas Jones.
Imp. of 66 pers: Mary Toton, Mary
Byyard, John Fuller, Reuben Welch,
Robert Burlidge, Tho. Lee, John. Littleboy, Job. Hall, Tho. Webb, James
Symons, Wm. Cuningham, Wm. Phillips, John Johnson, Margr. Harrison,
Jno. Jipp, Henry Clark, Peter Gillon,
George Walton, Wm. Nisbott, Phillip
French, Wm. Hudson, Geo, Ives, James
Fairchild, Randall Downes, Wm. Eddings, Garret Spanhoofe, Henry Barton,
Eliza. Bynon, Robt. Rimington, Wm.
Macken, James Pitman, John Langley,
Alex, Watts, Trephana Denton, Michael
Rogers, Eliza. Knight, Bernard Cowdart,
Henry Hill, John Harris, Wm. Roberts,
Robert Bell. John Redman, James
veirce, John Battis, Thomas Jones,
Arthur Winchester, Jno. Williamson,
James Roe, Robert Townsin, Mary
Peirce, Eliza. Hawkins, Robert Grimes,
Tho. Sees, Wm. Thompson, Hugh Anderson, Geo. Lest, Tho. Hargrove,
Benja. Kemp, Wm. Hogan, James
Cahall, Waiter Butler, John Poor, Tedy
Leron. Margaret Neice, Joseph Tunbridge, Jane Brown.",3273a in the N Fork of Pamunkey River between the Little & the Newfound Rivers in New Kent Co,Fork of Pamunkey River,,,,auto,37.561811400029626,-76.99969000029665,61.646879150477496
II_11_2354,Hanover,7381,37.89955461785135,-77.94682440632124,Fork of the South Anna,fork,the South Anna,,,,,,,,2,low_similarity,91.02564102564102,100.0,82.1,400.0,1722,1722,Christopher Clark,Christopher Clark,"CHRISTOPHER CLARK, 400 acs.
(N. L.), Hanover Co; in the fork of
the South Anna (Riv); 18 Feb. 1722,
p. 164. 40 Shill.",400a at the fork of the S Anna,Fork of the South Anna,,,,none,,,
II_12_3383,Henrico,6118,37.76050910621035,-78.08791350185703,mouth of a gutt which makes a,mouth,a gutt which makes a,,,,,,,,2,low_similarity,90.74074074074072,100.0,81.5,400.0,1725,1725,Andrew Mooreman,Andrew Mooreman,"ANDREW MOOREMAN, 400 acs.
(N. L.), Henrico Co; N. side of James
River, on E. side of Byrd Creek; beg.
on the Byrd, at the mouth of a gutt
which makes a small Island; 24 Mar.
1725, p. 411. 40 Shill.",400a -/on E s Byrd Ck,mouth of a gutt which makes a,,,,none,,,
II_11_2581,Surry,11048,36.93458619524675,-77.10911550378148,Fork of Parker's branch,fork,Parker's branch,Parker Branch,Stream,Greene,,38.290129599940826,-78.4989007000529,100.0,2,outside_county,90.32258064516128,100.0,80.6,485.0,1723,1723,Henry Harrison,Henry Harrison Of Surry County,"HENRY HARRISON, 485 acs. (N.
L.), Surry Co; on N. side of Seacawris
Swamp; cor. of Thomas Bentley; &
Nicholas Jarrat’s land; on fork of
Parker’s branch; 5 Sept. 1723, p. 271.
50 Shill,",485a on N side Seacawris Swamp sd County,Fork of Parker's branch,,,,auto,38.290129599940826,-78.4989007000529,194.14019526776303
II_10_1125,,10276,38.10586469574915,-77.53297108356828,fork of Mattapony River,fork,Mattapony River,Mattaponi River,Stream,King and Queen,estimated_fork,37.7501416997373,-77.08524980016381,93.33333333333331,0,far_centroid_56km,90.2439024390244,100.0,80.5,1525.0,1714,1714,John Rogers,John Rogers,"JOHN ROGERS, PETER ROGERS,
EDWARD PIGG, JOHN YORK, &
THOMAS GRESHAM, 1525 acs. (N.
L.), on S. side of the N’most br. of a
fork of Mattapony River; about 2 mi.
above the Doeg Town. & about 9 mi.
above sd. fork; 16 June 1714, p. 162.
Imp. of 31 pers: Mary Cobb, Maret.
Ryan, Tho. Straughan, Tho. Standbridge,
Tho. Yallow, Thos. Smith, Alice Farrell,
Eliza. Wright, Tho. Wright, Wm.
Andress, John Edwards, Mathw. Cradock, Tho, Burten, Herbert Jeffrys, Eliz.
Smith, Joan Huberd, John Lewis, Mary
Lewis, Alice Osborne, John Garrett,
Giles Rogers, Daniel Emes, John
Downer. Peter Gustavas, Eliza, Warding, James Parkes, Mary Cranwell,
Walter Blys, John Pate, Thos. Gosnold,
Mary Read.",1525a S side the Northermost br. of a fork of Mattapony Riv.,Fork of Mattapony River,,,,auto,37.7501416997373,-77.08524980016381,55.7527308448291
II_12_2969,Surry,10777,37.1395206040427,-77.08368298247518,mouth of the Pocoson Branch,mouth,the Pocoson Branch,Poston Branch,Stream,Washington,,36.8328898001194,-81.89845739998441,88.88888888888889,2,outside_county,90.0,100.0,80.0,230.0,1724,1724,Nicholas Cock,Nicholas Cock Of Surry County,"NICHOLAS COCK, 230 acs. (N.
L.), Surry Co., in Southwark Par; on S.
side of Johnsehawcon Swamp; beg, at
mouth of the Pocoson Br; adj, Capt.
Henry Harrison; 22 Feb. 1724, p. 153.
5 Shill., & Imp. of 4 pers: Ann Bayley,
John Atkinson, Katherine Kenill, Margaret Burd.",230a S side Johnsehawcon Swamp in Southwark Parish sd County,mouth of the Pocoson Branch,,,,auto,36.8328898001194,-81.89845739998441,429.9502345836303
II_13_3774,Henrico,6149,37.753786075417096,-78.11191973980729,Fork of the Byrd Creek,fork,the Byrd Creek,Byrd Creek,Stream,Goochland,,37.7501439997373,-78.12083319959805,100.0,2,outside_county,90.0,100.0,80.0,328.0,1727,1727,Henry Runnals,Henry Runnals,"HENRY RUNNALS, 328 acs. (N.
L.). Henrico Co; on N. side of Jasaes
River, in the lower fork of the Byrd
Cr: 16 June 1727, p. 85. 35 Shill.",328a -/in lower fk of Byrd Ck,Fork of the Byrd Creek,,,,auto,37.7501439997373,-78.12083319959805,0.8834325076838414
II_14_4796,Spotsylvania,8905,38.16416033538125,-77.94283135324038,Fork of the Northanna River,fork,the Northanna River,North Anna River,Stream,Orange,estimated_fork,38.05263750030946,-77.7497138001741,96.7741935483871,0,far_centroid_21km,90.0,100.0,80.0,1000.0,1728,1728,Henry Thacker,Henry Thacker,"HENRY THACKER, GENT., of
Middlesex Co; 1000 acs. (N. L.),
Spotsy!. Co., in St. George's Par; on
N. side the N, fork of the Northanna
River, & on S, side of Terry’s Run; adj.
Capt. Clowder; 28 Sept. 1728, p. 70.",1000a N side N fk S Ann & S side Terry's Run,Fork of the Northanna River,,,,auto,38.05263750030946,-77.7497138001741,20.978507449779276
II_14_4983,Goochland,5393,37.8948031878669,-78.2748997102789,mouth of Horsley's Creek,mouth,Horsley's Creek,Horsley Creek,Stream,Amherst,,37.55958300003312,-79.24975149992906,100.0,2,outside_county,90.0,100.0,80.0,400.0,1731,1731,Martin King,Martin King,"MARTIN KING, 400 acs. (N. L.),
Goochland Co; N. side of Rivanna Riv;
above mouth of Horsley’s Cr., on Robert
Horsley's line; 26 June 1731, p. 173.
40 Shill.",400a Goochland/ N side the River Rivanna,mouth of Horsley's Creek,,,,auto,37.55958300003312,-79.24975149992906,93.64751975019573
II_14_5059,Hanover,7541,37.977912035562,-77.84582175413442,Fork of the Little River,fork,the Little River,Little River,Stream,Louisa,estimated_fork,37.84347409959247,-77.4997055995205,100.0,0,far_centroid_34km,90.0,100.0,80.0,400.0,1731,1731,John Cosby,John Cosby,"JOHN COSBY, 400 acs. (Lapsed
L.), Hanover Co; on both sides the Tan
Fatt fork of the Little Riv., adj. the
Grant Line; 25 Aug. 1731, p, 235.
Granted Thomas Carr, of King Wm.
Co., 16 June 1727, on condition of
seating, &c. 40 Shill.",400a on both sides the Tanfatt Fork of the Little River,Fork of the Little River,,,,auto,37.84347409959247,-77.4997055995205,33.898023058434866
