confidence,name_sim,raw_sim,cp_id,oss_id,acreage,year_cp,year_oss,cp_name,oss_name,cp_raw,oss_raw
93.92523364485982,100.0,87.9,II_11_2065,10305,3065.0,1719,1719,Richard Hickman,Richard Hickman,"RICHARD HICKMAN, 3065 acs.
(CN. L.), Essex Co., in St. Mary’s Par;
on S. side of the Rapidanna River; 2
Nov. 1719, p. 22. Beg. by said river
by a rock of stones against the lower
end of en Island; crossing the Germznna
Road & a br. of the Wilderness Run; &
crossing the 2 main runs of the Wilderness Sw. 15 Lbs., 10 Shill.",3065a S Side of the Rapidanna River in St. Marys par. in Essex County
93.91891891891892,100.0,87.8,II_13_4294,8896,1000.0,1728,1728,John Davis,John Davis Of Spotsco,"JOHN DAVIS, 1000 acs. (N. L.),
Spotsy!. Co., in St. George's Par; on
both sides of Mr. Thomas Chew’s Mill
Run, below the little Mts., on N. side
the Northanna (Riv.); beg. at Thomas
Ballard Smith; near line that was Col.
Jennings’; 28 Sept. 1728, p. 384,",1000a on both Sides of Mr Thomas Chews Mill Run below little Mountains & on N Side Northanna
93.90243902439025,100.0,87.8,II_10_2008,5010,118.0,1719,1719,Margaret Martin,Margaret Martin,"MARGARET MARTIN, 118 acs. (N.
L.), Henrico Co; on James River; adj.
John Forcuran; 20 Feb. 1719, p. 458.
Out of the ist 5,000 acs, surveyed for
the French Refugees.",118a Henrico/ 1st 5000a for French
93.90243902439025,100.0,87.8,II_12_3523,10354,850.0,1726,1726,John James,John James Of Saint George Par. In Spotsylvania Co.,"JOHN JAMES, 850 acs. (Ni L.),
Spotsyl. Co., in St. George's Parish;
beg. in line of Robert Taliaferro &
Lawrence Smith’s patent called Nassaponack; cor. of Stephen Sharp; in the
fork of a br. of Nussaponnack; on linee
of Francis & Anthony Thornton; 30
June 1726, p. 486.",850a in the parish & Co. afsd
93.90243902439025,100.0,87.8,II_14_4935,6200,400.0,1730,1730,Henry Atkinson,Henry Atkinson,"HENRY ATKINSON, of Hanover
Co, 400 acs. (N. L.); N.side of James
Riv., on E. br. of Licking hole Cr; 28
Sept. 1730, p. 144. Adj. Phillip Hoggatt’s land ‘bought of Scatt; & Robert
Addams’. 40 Shill,",400a -/br of Licking hole Ck
93.85964912280701,100.0,87.7,II_9_163,6907,528.0,1697,1697,Mr. Giles Webb,Giles Webb,"MR. GILES WEBB, 528 acs., Henrico Co., im Verina Par; on N. side of
James River, 28 Oct, 1697, p. 128. Beg.
at Mr. John Pleasant, on head of Barrow; crossing Samson slash; to Isaac
Creswell, on Cornelious’ Creek; to
Henry Trent. Granted Mr. Tho. Cock,
Junr., 29 Apr. 1693, deserted, & now
granted by order, &c. Trans. of 11 pers:
Dick, Harry, Murea, David, Sam, Joan,
Sue, Ned, Will, Tony, Carta,",528a Henrico/ hd of 'Barrow' of N s James
93.85964912280701,100.0,87.7,II_10_1329,10764,250.0,1714,1714,William Brown,William Brown Of Syco,"WILLIAM BROWN, 250 acs. (N.
L.), Surry Co; on S. side the main
Blackwater Sw; adj. his old Jand; 23
Dec. 1714, p, 231. Imp. of 5 pers:
Jeremiah Hill, Roger Phelps, Joane
Alders, Cicily Barker, Sarah Godman.",250a S side main Blackwater Sw. SYCO
93.85964912280701,100.0,87.7,II_11_2526,6093,225.0,1723,1723,Daniel Hix,Daniel Hix,"DANIEL HIX, 225 acs. (N. L.),
Henrico Co; N. side of James Riv; adj.
his own survey; on Russel’s & Clerk’s
lines; James Holeman & Thomas Evans’
lines; 5 Sept, 1723, p. 245. 30 Shill.",225a Henrico/adj Holeman Thos Evans
93.82022471910112,100.0,87.6,II_14_4685,10794,280.0,1728,1728,Bray Hargrove,Bray Hargrove Of Surry Co.,"BRAY HARGROVE, 280 acs. (N.
L.), Surry Co; S. side the main Black
Water Sw; on S. side the Little Sw; on
land of Mr. William Edwards, dec’d;
28 Sept. 1728, p. 11. 30 Shill.",280a on S side the Main black Water Swamp in Surry Co.
93.80165289256198,100.0,87.6,II_14_5259,6768,400.0,1732,1732,Richard Bullock,Richard Bullock Jr,"RICHARD BULLOCK, JUNR., 400
acs, (N. L.), Hanover Co; adj. Benjamin Brown, Robert Kendle, Mr. Crighill (Craighill) ; Robert Sercey; Charles
Snelson; & Cock’s lines; 11 Apr. 1732,
p. 409. 40 Shill.",400a adj Benjamin Brown Robert Kendle Mr Craighill Robert Surcy Charles Hudson
93.78378378378378,100.0,87.6,II_14_5226,6765,731.0,1732,1732,Thomas Christmas,Thomas Christmas,"THOMAS CHRISTMAS, 731 acs.
(O. & N. L.), Hanover Co; adj. Major
John Leigh, Richard Wetherford, William Noble, John Stanley, George Pemberton, & Henry Graves; 11 Apr. 1732,
p. 385. 400 acs. part granted John
Matlock. 35 Shill.",731a between the lines of John Leigh Richard Wetherford William Noble John Stanley George Pemberton Henry Graves
93.75,100.0,87.5,II_11_2479,6649,342.0,1723,1723,Anthony Pate,Anthony Pate Of Hanover County,"ANTHONY PATE, 342 acs. (N.
L.), Hanover Co; adj. Hudson’s line;
on Stagg Creek; 5 Sept. 1723, p. 223.
35 Shill.",342a Hanover/
93.75,100.0,87.5,II_11_2484,6647,285.0,1723,1723,Christopher Baillie,Christopher Baillie Of King William Co.,"CHRISTOPHER BAILLIE, of King
Wm. Co; 285 acs. (N. L.), Hanover
Co; 5 Sept. 1723, p, 225. 30 Shill.",285a Hanover/
93.75,100.0,87.5,II_12_2763,6675,400.0,1724,1724,Thomas Johnson,Thomas Johnson Of Hanover County,"THOMAS JOHNSON, 400 acs. (N.
L.), Hanover Co: adj. his cor. in Crenshaw’s line; & Thomas Grant; 9 July
1724, p. 32. 40 Shill.",400a Hanover/
93.75,100.0,87.5,II_12_2766,6677,400.0,1724,1724,William Alsup,William Alsup Junr. Of Hanover County,"WILLIAM ALSUP, TUNR., 400 acs.
(N. L.), Hanover Co; adj. Perrin’s
line; Henry Bow’s cor: Dangerfield’s
line; Paul Bunch; line; Jeremiah
Parker: & Timothy Sullivant’s line; 9
July 1724,p. 33. 40 Shill.",400a Hanover/
93.75,100.0,87.5,II_12_2776,6678,208.0,1724,1724,John Anderson,John Anderson Of Hanover Co.,"JOHN ANDERSON, 208 acs. (N.
L.\, Hanover Co; beg, at Col. Byrd’s
(Bird), & Capt. Dangerfield’s cor; to
S. side of the middle fork of Crumpt
Cr; cor. of Henry Bow; 9 July 1724, p.
39. 25 Shill.",208a Hanover/
93.75,100.0,87.5,II_12_3195,5375,400.0,1725,1725,John Martin,John Martin Senr. Of New Kent County,"JOHN MARTIN, SENR., of New
Kent Co; 400 acs.. (N. L.), Henrico
Co; on N, side of the N. br. of James
Riv., or the Rivanna, at mouth of Dog
Cr; 17 Aug. 1725, p. 302. 40 Shi.",400a Henrico/
93.75,100.0,87.5,II_12_3340,6709,76.0,1725,1725,William Harris,William Harris Of Hanover County Gent.,"WILLIAM HARRIS, GENT., 76 acs.
(N. L.), Hanover Co; beg. at James
Glen’s corner; to N. side the Little
River; on the Newmurket line; 24 Mar.
1725, p. 389. 10 Shill.",76a Hanover/
93.75,100.0,87.5,II_13_4266,8891,880.0,1728,1728,Richard Thomas,Richard Thomas Of King & Queen Co.,"RICHARD THOMAS, of K. & Q.
Co; 880 acs. (N. L.), Spotsyl, Co., in
St. George’s Par; N. side the N. forke
of the Northanna (Riv.), & on both
sides the Ridge; adj, Capt. Clowder; 28
Sept. 1728, p. 371.",880a on N Side North Forke of Northanna
93.75,100.0,87.5,II_13_4541,6216,5629.0,1730,1730,John Syme,John Syme Gent.,"JOHN SYME, GENT., 5629 acs. (O.
& N. L.), Hanover Co; beg. on S. side
the Southanna (Riv.); adj. John Shelton; crossing Owens Creek; Robert
Clopton; McQuerry’s line; & Nicholas
& Richard Johnson; 28 Sept. 1730, p.
483. 4600 acs. part granted him, 9 July
1724. 5 Lbs:, 5 Shill,",5629a Hanover/
93.66197183098592,100.0,87.3,II_12_3450,9677,170.0,1725,1725,Edward Britt,Edward Britt Of Isle Of Wight County,"EDWARD BRITT, 170 acs. (N. L.).
Is. of Wight Co; on both sides of
Tarapin Br., on S. side the main Blackwater Sw; on line of William Kinchin’s
land; 24 Mar. 1725, p. 450. 20 Shill.",170a on both Sides of Tarapin Branch on S side
93.65079365079364,95.2,92.1,II_9_958,4952,540.0,1705,1705,Wm. Hatcher,Wm Hatcher,"WM. HATCHER, SENR., 540 acs.,
Henrico Co; S. side of James Riv., on
Licking Br. of Falling Cr; adj. Capt.
Wm. Sone; 2 May 1705, p. 661. Trans.
of 11 pers: Roger Roberts, John Walters, John Low, Robt. Hall, Anne Seafeild, Tho. Hagan, John Alcorn, Joseph
Lowder, Wm. Lee, John Nicholson,
Katherine Gerrall. Note: Also given
as 550 acs.",540a Henrico/ Licking Br of Falling Ck
93.61702127659575,100.0,87.2,II_11_2481,6628,300.0,1723,1723,Thomas Harris,Thomas Harris,"THOMAS HARRIS, 300 acs. (N.
L.’ Hanover Co; on N. side of the
Little River; bet. Thomas Shard &
Thomas Rice; 5 Sept. 1723, p. 224.
30 Shill.",300a on the N side of the Little River adj Thomas Sharp Thomas Rice
93.58974358974359,100.0,87.2,II_10_1718,4993,285.0,1717,1717,Francis Epes,Francis Epes Jr,"FRANCIS EPES, JUNR., 285 acs.
(MN. L.), Henrico Co; adj. Thomas
Womack, on N, side of Swift Cr.,
against lower end of an Island; to
mouth of a branch parting sd. Epes &
John Towns; to a point of Rocks, &c;
22 Jan. 1717, p. 346. 30 Shill.",285a Henrico/ N s Swift Ck
93.56435643564356,100.0,87.1,II_13_4517,6740,400.0,1728,1728,David Guin,David Guin,"DAVID GUIN, 400 acs. (N. L.),
Hanover Co; adj. lines of Adam Ratherford, George Clements, & Capt, Charles
Hudson; 28 Sept. 1728, p. 471. 40
Shill.
NICHOLAS MERIWETHER,","400a adj Adam Rutherford, George Clements, Capt Charles Hudson"
93.54838709677419,100.0,87.1,II_11_2670,7384,400.0,1723,1723,James Overton,James Overton,"JAMES OVERTON, 400 acs. (N.
L.), Hanover Co; on N. side the S, fork
of Elk Cr; on John Raglin’s line; 20
Feb. 1723, p. 324. 40 Shill.",400a on the N side the S fork of Elk Creek
93.54838709677419,100.0,87.1,II_14_4865,10429,1000.0,1728,1728,George Dowdy,George Dowdy Of Spotsco,"GEORGE DOWDY, 1000 acs. (N.
L.), Spotsylv, Co., in St. George’s Par;
on brs. of the N, fork of the Northanna
Riv; adj, Andrew Harrison; Anthony
Ghelston (Gholston); & Col. Corbin’s
line; 28 Sept, 1728, p. 104.",1000a on brs. of North Fork of Northanna in
93.52941176470588,100.0,87.1,II_12_2861,7352,100.0,1724,1724,John Woodward,John Woodward Of I'le Of Wight County,"JOHN WOODWARD, 100 acs. (N.
L.), Is. of Wight Co; on N. side of the
main Black Water Sw; beg. in the
County Line ‘twixt Ile of Wight &
Nansemond; cor. of John Butler; 9 July
1724, p. 84. 10 Shill.",100a N side the Main Black Water Swamp in sd County
93.50904799370575,96.8,90.2,II_11_2350,6605,400.0,1722,1722,Phillip Higinson,Philip Higinson,"PHILLIP HIGINSON, 400 acs. (N.
L.), Hanover Co; on the Ridge bet. the
Little & Newfound Rivers; adj. William
Rice; crossing Stich Sw; & a head br.
of Tones’ Sw; 18 Feb, 1722, p. 162. 40
Shill,",400a on the ridge between the Little & Newfound Rivers
93.47826086956522,100.0,87.0,II_11_2490,6644,400.0,1723,1723,Edward Bullock,Edward Bullock,"EDWARD BULLOCK, 400 acs. (N.
L.), Hanover Co: in the fork of Licking Hole Cr., & the Little River; 5 Sept.
1723, pb. 228. 40 Shill,",400a in the fork of Licking Hole Creek and the Little River
93.47826086956522,100.0,87.0,II_11_2649,11032,135.0,1723,1723,Lewis Green,Lewis Green Of Pg County,"LEWIS GREEN, of Pr. Geo. Co; 135
acs, (N. L.), Surry Co; on S. side of
Nottoway River; adj. Ephraim Parham;
by the Flat Swamp; by the High Hills;
20 Feb, 1723, p. 311. 15 Shill.",135a on S side Nottoway River Surry County
93.47826086956522,100.0,87.0,II_12_3261,6117,400.0,1725,1725,John Woodram,John Woodram,"JOHN WOODRAM, 400 acs. (N.
L.), Henrico Co: on N. side of James
River; adj. John Gun; John Woodall;
Nowell Burton & Benjamin Woodson;
cn Joseph Woodson’s line, &c; 18 Mar.
1725, p. 344. 40 Shill.",400a Henrico/ N side James Riv.
93.47826086956522,100.0,87.0,II_13_3865,11133,220.0,1727,1727,Mathew Sturdivant,Mathew Sturdivant Of Surry County,"MATHEW STURDIVANT, 220 acs.
(N. L.), Surry Co; S. side of Nottoway
River; on SW side of the Cabbinstick
Swamp, in line of Robert Green’s land;
on John Williamson’s line; 16 June
1727, p. 138. 25 Shill.",220a on S side Nottoway River Surry County
93.47826086956522,87.0,100.0,II_14_5195,6983,400.0,1731,1731,Thomas Conway,Tho Conway,"THOMAS CONWAY, 400 acs. (N.
L.), Henrico Co; N. side of James Riv;
adj, James Spears, on S, side of Drinking Run, a br. of Deep Run; to head
of a br, of Chiccahomany; to head of
a br. of Meridith’s Br; on John Waller's
line; 17 Sept. 1731, p. 356. 40 Shill.",400a Henrico/ S s Drinking Run of Deep Run of N s James Riv
93.43434343434343,100.0,86.9,II_13_3642,7409,400.0,1725,1725,Benjamin Brown,Benjamin Brown,"SAME. 400 acs. (N. L.); same Co..
& date; p. 5. On both sides the N. &
S. forks of Little River; beg. at mouth
of Horsepen Sw., on N. side the river;
on the Grant line; to S. side of the
river, &c. 40 Shill.",400a in Hanover on both sides the N & S Forks of the Little River
93.42105263157895,100.0,86.8,II_9_808,6924,896.0,1703,1703,Francis Reives,Francis Reives,"FRANCIS REIVES, 896 acs., Henrico
Go; N. side of James River, about 2
mi. below the falls; beg. at mouth of
Almond’s Cr., to mouth of the Deep
Bottom; to land now or late of Snugg
on sd. Cr; 23 Oct. 1703, p. 575. Being
found within bounds of patenit of 600
acs. granted Humphry Lister, from
whom by severall conveyances it came
to sd. Reives; 296 acs. for Imp. of 6
pers.* Note: 6 rights paid for to William Byrd, Esqr., Auditor. :",896a Henrico/ N s & on James Riv 2 mi bel the falls
93.39622641509433,100.0,86.8,II_10_1641,6547,9976.0,1717,1717,Charles Chiswell,Charles Chiswell,"CHARLES CHISWELL, GENT., 9976
acs. (N. L.), New Kent Co., in St.
Paul’s Par; in a fork of Chiswell’s Sw;
on New Found River, &c; 15 July 1717,
p. 323. 50 Lbs., Money.",9976a in St Paul's Parish in New Kent
93.39622641509433,100.0,86.8,II_13_4516,6736,200.0,1728,1728,Samuel Reynolds,Samuel Reynolds,"SAMUEL REYNOLDS, 200 acs. (N.
L.), Hanover Co; adj. lines of John
Watley (Whatley); Hugh Hogan; &
Benjamin Brown, 28 Sept. 1728, p. 471.
20 Shill.","200a joining the lines of John Watley, Hugh Hogan & Benjamin Brown"
93.38709677419355,96.8,90.0,II_11_2477,7386,400.0,1723,1723,Samuell Nuckolls,Samuel Nuckolls,"SAMUELL NUCKOLLS, 400 acs.
(N. L.), Hanover Co; on N. side of
the South Anna (Riv.); at mouth of
Holly Br; across the Neck; 5 Sept.
1723, p. 222. 40 Shill,",400a on the N side the S Anna
93.37349397590361,100.0,86.7,II_10_1107,10918,120.0,1714,1714,Charles Savidge,Charles Savidge Of Surry County,"CHARLES SAVIDGE, 120 acs, (N.
L.), Surry Co; S. side of the main Black
Water Sw: on E. side of Seacock Sw.,
cor. of his old land; 16 June 1714. p.
155. Imp. of 3 pers: James Mackcall,
Cornclius Hurlee, James Gahagan.",120a S side of the main black water Sw. in sd SY Co.
93.37349397590361,100.0,86.7,II_12_2898,11071,215.0,1724,1724,William Brittle,William Brittle Of Syco,"WILLIAM BRITTLE, 215 acs. (N.
L.), Surry Co; S. side of the main
Black Water Sw; on S. side of Snake
Branch; cor, of William Smith; 9 July
1724, p. 103. 25 Shill.",215a on S side of the Main Black Water Swamp sd Co.
93.33333333333334,100.0,86.7,II_9_452,9435,770.0,1701,1701,George Williamson,George Williamson,"GEORGE WILLIAMSON, 770 acs.,
on S. side of she main Black Water Sw.,
25 Apr. 1701, p. 329. Trans. of 16
pers.* Note: 9 rights paid for to William Byrd, Esqr., Auditor.",770a on S side main Black Water Swamp
93.33333333333334,100.0,86.7,II_11_2558,9616,165.0,1723,1723,William Johnson,William Johnson Of Isle Of Wight Co.,"WILLIAM JOHNSON, 165 acs. (N.
L.), Is. of Wight Co; on S. side of the
Lightwood Sw; cor. of Bartholomew
Andrews’ Jand; near Round Mill Sw;
5 Sept. 1723, p. 260. 20 Shill.",165a on the S side of the Lightwood Swamp
93.33333333333334,100.0,86.7,II_12_3281,7406,400.0,1725,1725,Ann Arnold,Ann Arnold Jr Daughter Of Mrs Ann Arnold,"ANN ARNOLD, JUNR., daughter
of Mrs, Ann Arnold, of King Wm. Co;
400 acs. (N. L.), Hanover Co; on both
sides of Great Rockey Cr; on Capt.
aes line; 24 Mar. 1725, p. 355. 40
ill.",400a on both sides Great Rockey Creek
93.33333333333334,100.0,86.7,II_12_3343,10342,2150.0,1725,1725,John Madison,John Madison Of King & Queen County Gentl.,"JOHN MADISON, GENT., of K. &
Q. Co; 2150 acs. (O. & N. L.), King
Wim. Co., in St. Margaret's Parish; bet.
the main river of Mattapony & the
Seuth; beg. at John May’s cor, on S,
side of Mattapony Riv.. just below an
Island; to dividing line between John
Madison, dec'd., (father of aforesaid
Tok) & Daniel Coleman; 24 Mar, 1725.
p. 390. 1000 acs. part granted John
Madison, Senr. & Daniel Coleman, 16
June 1714: 1150 acs. being surplus
within Madison’s part of seid parent.
5 Lbs., 15 Shill.",2150a between the Main River of Mattapony and the South Riv.
93.33333333333334,100.0,86.7,II_12_3635,7405,400.0,1725,1725,Thomas Carr,Thomas Carr,"CAPT. THOMAS CARR, GENT.,
of King Wm. Co; 400 acs. (N. L.),
Hanover Co; on both sides of Gr.
Rockey Creek; adj. Mrs. Arnold’s line;
24 Mar. 1725. p. 538. 40 Shill,
“FINIS
J. Frauncis D, Cl. Sec. Off.”",400a on both sides Great Rockey Creek
93.33333333333334,100.0,86.7,II_14_5148,7545,400.0,1731,1731,Ann Owen,Ann Owen,"ANN OWEN, 400 acs. (N. L.),
Hanover Co; on both sides of -Hickory
Bear Cr; 17 Sept. 1731, p, 328. 40
Shill.",400a on both sides Hickory Bear Creek
93.28358208955224,100.0,86.6,II_11_2404,11007,80.0,1722,1722,Christopher Robertson,Christopher Robertson Of Surry Co.,"CHRISTOPHER ROBERTSON, 80
acs. (N. L.), Surry Co; N. side of
Nottoway Riv; on SW side of a br. of
Southwestern Sw., cor. of William
Maloon's land; 18 Feb. 1722, p. 186.
10 Shill,",80a on N side Nottoway River in Surry Co.
93.26241134751773,100.0,86.5,II_13_4025,11149,175.0,1727,1727,John Threewitt,John Threewitt Of Surry County,"JOHN THREEWITT, 175 acs. (N.
L.), Surry Co; S. side of Nottoway
River, & on both sides the Cabbin
Stick Swamp; 13 Oct. 1727, p. 238. 20
Shill.",175a on S side Nottoway river and on both sides of the Cabbin Stick Swamp in sd County
93.24324324324324,100.0,86.5,II_12_3101,6137,400.0,1725,1725,Edward Curd,Edward Curd,"EDWARD CURD, 400 acs. (N. L.).
Henrico Co; on N. side of James River;
on brs, Beaverdam Cr; beg, in the Castle
Branch; 17 Aug. 1725, p. 238. 40 Shill.",400a -/brs of Beaverdam Ck
93.24324324324324,100.0,86.5,II_13_4007,6169,400.0,1727,1727,Henry Chiles,Henry Chiles,"HENRY CHILES, of King Wm. Co;
400 acs. (N. L.), Henrico Co; N. side
of James River, & on E. side of Licking
Hole Cr; beg. on Utly’s line; to Elk
Licking Hole (Cr.); 13 Oct. 1727, p.
225. 40 Shill.",400a -/E s Licking hole Ck
93.20987654320987,100.0,86.4,II_9_902,10265,4500.0,1704,1704,James Taylor,James Taylor,"JAMES TAYLOR, THOMAS PETIT.
JOHN BAYLOR, ROBERT POWELL
& JOHN STONE, 4500 acs., K. & Q.
Co., on N. side of Mattapony Riv., 20
Oct, 1704, p. 630. Adj. land of Col.
Lawrance Smith on W. side of the
Reedy Br. Granted Maj. Peter Beverley,
21 Apr, 1695, deserted, & now granted
by order, &c. Trans. of 90 pers: Henry
Sutton, Tohn Butler, Elinor Buckler,
David Thomas, John Chapmen, Tho.
Cox, Sara Hill, Charies Blake, Anne
West, Tho. Anderson, John Davis,
Tho. Ormond, Eliz. Pearl, John Peathrid, Wm, Cressy, Fra. Lidden (>), Sara
Feild, Joseph Hill, John Morgen, Richd.
Berry, John Parr, John Hews, Wm.
Bess, Tho. Ceaser, tohn Oxley, Peter
Johnson, Samll. Williamson, Richd.
Blake, Richd. Wild, Tohn Addeal, Peter
Gardner, Danll. Robinson, Tho. Redstone, Tho. Emery, Margt. Crane, Anns
Taylor, James Candry, Peter Wood,
Edwd. Williams, Charles English, Tho.
Lincolnshire, Mary Thomas, Antho.
Cumming, Tho, Harton, Tho. Else,
Mary Vickgins, Joshua Nason, Kath.
Nason, Gwen Jones, Joseph Carian,
Mary Foster, Charon Branon, John
Bradley, David Ohern, Jacob Plumer,
Alexr, Ligton, Eliz. Hart, Elinor Pinney,
Edwd. Litchfeild, Wm. Dunbar, Eliz.
an English woman, Flora a Welch
woman, Wm. Redman, Christ. Deverall,
Sara Cole, Wm, Hardisty, James Johns,
Eliz. Bell, Math. Dixon, John Robinson,
Edwd. Sisson, Lidia Harvey, Geo. Morris, Joseph Hicks, Saml. Smith, Robt.
Waters, Wm. Fitchett, Robt. Jefferys,
Anne Betson, David Cuming, Eliz.
Beavis, James Ferguson, Geo. Lloyd.
Johanna Lloyd, John Kelly, James
Butler, Geo. Wickley, Robt. Morris,
Abraham Long, Richd. Goodwin.",4500a King & Queen Co. on the N side of Mattapony riv.
93.20987654320987,100.0,86.4,II_11_2546,9615,150.0,1723,1723,Thomas Drake,Thomas Drake Of Isle Of Wight County,"SAME. 150 acs. (N. L.); same Co.,
& date; p. 255. On S. side the main
Blackwater Sw; on N. side of Cabbin
Br; adj. George Williams; & William
Mayo. 15 Shill.",150a on the S side of the main Blackwater Swamp sd Co.
93.18181818181819,100.0,86.4,II_10_1993,11000,500.0,1719,1719,Henry Harrison & William Brown,Henry Harrison & William Brown Junr,"CAPT. HENRY HARRISON & WILLIAM BROWN, JUNR., Churchwardens of the Parish of Southwark, in the
Co. of Surry, & to their successors for
the use of said Parish; 500 acs, (N.
L.), in sd. County, on N. side of Nottoway River; beg. on S. side of the Woodyatd Swamp; by Nottoway River; by
Freeman’s branch; 11 July 1719, p. 449.
50 Shill.",500a on N side Nottoway River in the County aforesaid
93.18181818181819,100.0,86.4,II_12_2951,7397,400.0,1724,1724,John Williamson,John Williamson,"JOHN WILLIAMSON, 400 acs. (N.
L.), Hanover Co; ‘“‘on both sides of
Isle a Side Creek of the South side the
South Anna”; beg. at Symes’ corner; 22
Feb. 1724, p. 141. 40 Shill.",400a on both sides of Isleaside Creek of the S side the S Anna
93.10344827586206,100.0,86.2,II_11_2587,11049,350.0,1723,1723,James Massingall,James Massingall Of Syco,"JAMES MASSINGALL, 350 acs. (N.
L.), Surry Co; on N. side of Seacawris
Sw: on Thomas Bently’s land; 5 Sept.
1723, p. 274. 35 Shill.",350a on N side Seacawris Sw. in sd Co.
93.02325581395348,100.0,86.0,II_14_4771,14,400.0,1730,1730,Allen Howard,Allen Howard Gent.,"ALLEN HOWARD, GENT,., 400 acs.
(N, L.), Goochland Co; on N. side of
Flueanna Riv., & on each side of Rockfish Riv; 11 Jan, 1730, p. 56. 40 Shill.",400a N side Flueanna Riv. each side Rock fish Riv. Goochland Co.
92.96875,100.0,85.9,II_12_3474,11108,235.0,1725,1725,William Hamlin,William Hamlin Of Pgco.,"WILLIAM HAMLIN, Gent., of Pr.
Geo, Co; 235 acs. (N. L.), Surry Co;
on both sides of the Spring Sw., on S.
side of Nottoway River; 24 Mar, 1725,
p. 462. 25 Shill,",235a on both sides of the Spring Swamp on S Side Nottoway River in Surry County
92.91871921182266,96.6,89.3,II_11_2674,6623,200.0,1723,1723,Edward Mathews,Edward Matthews,"EDWARD MATHEWS, 200 acs. (N.
L.), Hanover Co; upon lines of Abraham Cook & John Kembrow; 20 Feb.
1723, p. 325. 20 Shill.",200a adj Abraham Cook & John Kembrow
92.85714285714286,100.0,85.7,II_10_1102,9502,250.0,1714,1714,Thomas Godwin,Colonel Thomas Godwin Of Nansemond Co.,"COL. THOMAS GODWIN, of Nansemond Co; 250 acs. (N. L.), Is. of
Wight Co; S. side of the main Black
Water Sw; on N. side of Black Cr.,
cor, of Barnaby Mackquinney’s land;
16 June 1714, p. 154. Imp. of 5 pers:
John Wyarey, Patrick Mackcotton, Valentine Hill, Mary Carrell, Richard
Glover.",250a S side of the main black water Swamp Isle of Wight Co.
92.85714285714286,100.0,85.7,II_10_1780,10978,280.0,1717,1717,Robert Webb,Robert Webb Of Surry County,"ROBERT WEBB, 280 acs. (N. L.),
Surry Co; on NE side of the Raccoon
Swamp, 24 Jan. 1717, p. 362. 30 Shill.",280a NE side Raccoon Swamp Surry County
92.85714285714286,100.0,85.7,II_10_1835,5005,150.0,1718,1718,Owen Eaven,Owen Eaven,"OWEN EAVEN, 150 acs. (N. L.),
Henrico Co; on S, side of Swift Cr;
adj. Henry Randolph, Junr; & James
Eakins’ land; 12 July 1718, p. 380.
15 Shill.",150a Henrico/ S s Swift Ck
92.85714285714286,100.0,85.7,II_10_1911,10996,215.0,1718,1718,Lambert Zell,Lambert Zell Of Surry County,"LAMBERT ZELL, 215 acs. (N. L.),
Surry Co; on S, side of Nottoway River;
14 July 1718, p. 406. 25 Shill.",215a S Side Nottoway River Surry County
92.85714285714286,100.0,85.7,II_12_2948,6654,400.0,1724,1724,John Stanley,John Stanley,"SAME. 400 acs. (N. L.); same Co.,
date, & page. On both sides of Chiswell’s Sw; adj. Benjamin Sanders. 40
Shill.",400a on both sides Chiswell's Swamp
92.85714285714286,100.0,85.7,II_12_3318,5059,400.0,1725,1725,Moses Farguson,Moses Farguson,"MOSES FARGUSON, 400 acs, (N.
L.), Henrico Co; on S. side of Swift
Creek; on Thomas Belcheir's land; 24
Mar. 1725, p. 375. 40 Shill.",400a Henrico/ S s Swift Ck
92.85714285714286,100.0,85.7,II_12_3487,6707,288.0,1725,1725,Robert Clopton,Robert Clopton Of Nkco.,"ROBERT CLOPTON, of New Kent
Co; 288 acs. (N, L.), Hanover Co; adj.
Charles Bostick; John Stone; Mr. Farro,
& Thomas Stone; 24 Mar, 1725. p. 469.
30 Shill.","288a Hanover/ adj to the Lines of Charles Bostick, John Stone, Mr Farro and Thomas Stone"
92.85714285714286,100.0,85.7,II_13_3647,6143,358.0,1726,1726,David Mims,David Mims,"DAVID MIMS, 358 acs. (N. L.),
Henrico Co; N. side of James Riv., on
Licking Hole Cr; 31 Oct. 1726, p. 9.
40 Shill.",358a -/on Licking hole Ck
92.85714285714286,100.0,85.7,II_13_4556,5121,400.0,1730,1730,Moses Farguson,Moses Farguson,"MOSES FARGUSON, 400 acs. (N.
L.), Henrico Co; on S. side of Swift
Cr; adj. Capt. Thomas Jefferson, on S.
side of the W. branch; 28 Sept. 1730,
p. 491. 40 Shill,",400a Henrico/ S s Swift Ck
92.85714285714286,100.0,85.7,II_13_4608,5122,400.0,1730,1730,Henry Walthall,Henry Walthall,"HENRY WALTHALL, 400 acs. (N.
L.), Henrico Co; on S. side of Swift
Cr; beg. at his own; adj. Capt, Thomas
Jefferson; Moses Farguson; Thomas
Totty; & Richard Dickinson; 28 Sept.
1730. p. 515. 40 Shill.",400a Henrico/ S s Swift Ck
